Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:03:06.196,114192.7,0.006,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.001,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.008,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.012,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.04,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.024,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.06,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.001,BTCUSDT
2025-09-30 00:03:06.390,114192.7,0.385,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.002,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.002,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.001,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.003,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.001,BTCUSDT
2025-09-30 00:03:06.398,114192.9,0.001,BTCUSDT
2025-09-30 00:03:06.398,114193.3,0.002,BTCUSDT
2025-09-30 00:03:06.398,114193.3,0.035,BTCUSDT
2025-09-30 00:03:06.398,114193.3,0.007,BTCUSDT
2025-09-30 00:03:06.398,114193.7,0.002,BTCUSDT
2025-09-30 00:03:06.398,114193.8,0.001,BTCUSDT
2025-09-30 00:03:06.398,114193.9,0.002,BTCUSDT
2025-09-30 00:03:06.398,114194.8,0.002,BTCUSDT
2025-09-30 00:03:06.400,114194.9,0.002,BTCUSDT
2025-09-30 00:03:06.400,114194.9,0.015,BTCUSDT
2025-09-30 00:03:06.400,114194.9,0.014,BTCUSDT
2025-09-30 00:03:06.401,114194.9,0.035,BTCUSDT
2025-09-30 00:03:06.402,114194.9,0.035,BTCUSDT
2025-09-30 00:03:06.403,114194.9,0.035,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.002,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.002,BTCUSDT
2025-09-30 00:03:06.730,114194.9,1.509,BTCUSDT
2025-09-30 00:03:06.893,114195.0,0.002,BTCUSDT
2025-09-30 00:03:06.893,114195.0,0.007,BTCUSDT
2025-09-30 00:03:07.208,114195.0,0.004,BTCUSDT
2025-09-30 00:03:07.311,114195.0,0.002,BTCUSDT
2025-09-30 00:03:07.326,114194.9,0.003,BTCUSDT
2025-09-30 00:03:07.531,114194.9,0.001,BTCUSDT
2025-09-30 00:03:07.879,114194.9,0.008,BTCUSDT
2025-09-30 00:03:08.019,114195.0,0.1,BTCUSDT
2025-09-30 00:03:08.298,114194.9,0.003,BTCUSDT
2025-09-30 00:03:08.577,114195.0,0.003,BTCUSDT
2025-09-30 00:03:09.456,114195.0,0.001,BTCUSDT
2025-09-30 00:03:09.466,114194.9,0.008,BTCUSDT
2025-09-30 00:03:09.466,114195.0,0.008,BTCUSDT
2025-09-30 00:03:09.659,114195.0,0.001,BTCUSDT
2025-09-30 00:03:09.659,114195.0,0.001,BTCUSDT
2025-09-30 00:03:09.659,114195.0,0.002,BTCUSDT
2025-09-30 00:03:09.659,114195.0,0.01,BTCUSDT
2025-09-30 00:03:09.757,114195.0,0.046,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.031,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.004,BTCUSDT
2025-09-30 00:03:10.789,114195.0,0.016,BTCUSDT
2025-09-30 00:03:10.790,114195.0,0.008,BTCUSDT
2025-09-30 00:03:10.790,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.790,114195.0,0.017,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.018,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.11,BTCUSDT
